timestamp,main_loop_flowrate_lpm,discharge_pressure_1_kpa,discharge_pressure_2_kpa
2025-08-17T14:31:04.500Z,20.4,50.8,30.6
2025-08-17T14:31:04.750Z,21.7,53.4,32.5
2025-08-17T14:31:05.000Z,22.16,54.3,33.2
2025-08-17T14:31:05.250Z,19.47,48.9,29.2
2025-08-17T14:31:05.500Z,20.99,52,31.5
2025-08-17T14:31:05.750Z,21.02,52,31.5
2025-08-17T14:31:06.000Z,16.99,44,25.5
2025-08-17T14:31:06.250Z,21.81,53.6,32.7
2025-08-17T14:31:06.500Z,21.61,53.2,32.4
2025-08-17T14:31:06.750Z,17.89,45.8,26.8
2025-08-17T14:31:07.000Z,20.18,50.4,30.3
2025-08-17T14:31:07.250Z,22.88,55.8,34.3
2025-08-17T14:31:07.500Z,15.04,40.1,22.6
2025-08-17T14:31:07.750Z,20.79,51.6,31.2
2025-08-17T14:31:08.000Z,15.79,41.6,23.7
2025-08-17T14:31:08.250Z,24.91,59.8,37.4
2025-08-17T14:31:08.500Z,18.55,47.1,27.8
2025-08-17T14:31:08.750Z,24.15,58.3,36.2
2025-08-17T14:31:09.000Z,21.7,53.4,32.5
2025-08-17T14:31:09.250Z,20.32,50.6,30.5
2025-08-17T14:31:09.500Z,22.14,54.3,33.2
2025-08-17T14:31:09.750Z,24.37,58.7,36.6
2025-08-17T14:31:10.000Z,15.3,40.6,23
2025-08-17T14:31:10.250Z,22.68,55.4,34
2025-08-17T14:31:10.500Z,23.87,57.7,35.8
2025-08-17T14:31:10.750Z,22.28,54.6,33.4
2025-08-17T14:31:11.000Z,23.95,57.9,35.9
2025-08-17T14:31:11.250Z,21.78,53.6,32.7
2025-08-17T14:31:11.500Z,15.57,41.1,23.4
2025-08-17T14:31:11.750Z,22.84,55.7,34.3
2025-08-17T14:31:12.000Z,15.56,41.1,23.3
2025-08-17T14:31:12.250Z,23.61,57.2,35.4
2025-08-17T14:31:12.500Z,21.24,52.5,31.9
2025-08-17T14:31:12.750Z,19.21,48.4,28.8
2025-08-17T14:31:13.000Z,21.13,52.3,31.7
2025-08-17T14:31:13.250Z,18.57,47.1,27.9
2025-08-17T14:31:13.500Z,19.56,49.1,29.3
2025-08-17T14:31:13.750Z,22.1,54.2,33.2
2025-08-17T14:31:14.000Z,24.62,59.2,36.9
2025-08-17T14:31:14.250Z,20.3,50.6,30.4
2025-08-17T14:31:14.500Z,22.55,55.1,33.8
2025-08-17T14:31:14.750Z,16.52,43,24.8
2025-08-17T14:31:15.000Z,24.76,59.5,37.1
2025-08-17T14:31:15.250Z,17.44,44.9,26.2
2025-08-17T14:31:15.500Z,16.32,42.6,24.5
2025-08-17T14:31:15.750Z,22.9,55.8,34.3
2025-08-17T14:31:16.000Z,17.03,44.1,25.5
2025-08-17T14:31:16.250Z,22.17,54.3,33.3
2025-08-17T14:31:16.500Z,24.58,59.2,36.9
2025-08-17T14:31:16.750Z,17.12,44.2,25.7
2025-08-17T14:31:17.000Z,16.83,43.7,25.2
2025-08-17T14:31:17.250Z,22.26,54.5,33.4
2025-08-17T14:31:17.500Z,23.75,57.5,35.6
2025-08-17T14:31:17.750Z,23.41,56.8,35.1
2025-08-17T14:31:18.000Z,15.85,41.7,23.8
2025-08-17T14:31:18.250Z,19.15,48.3,28.7
2025-08-17T14:31:18.500Z,24.37,58.7,36.5
2025-08-17T14:31:18.750Z,15.68,41.4,23.5
2025-08-17T14:31:19.000Z,23.75,57.5,35.6
2025-08-17T14:31:19.250Z,21.12,52.2,31.7
2025-08-17T14:31:19.500Z,24.66,59.3,37
2025-08-17T14:31:19.750Z,24.95,59.9,37.4
2025-08-17T14:31:20.000Z,17.48,45,26.2
2025-08-17T14:31:20.250Z,17.97,45.9,27
2025-08-17T14:31:20.500Z,16.38,42.8,24.6
2025-08-17T14:31:20.750Z,19.58,49.2,29.4
2025-08-17T14:31:21.000Z,15.04,40.1,22.6
2025-08-17T14:31:21.250Z,21.89,53.8,32.8
2025-08-17T14:31:21.500Z,23.56,57.1,35.3
2025-08-17T14:31:21.750Z,16.53,43.1,24.8
2025-08-17T14:31:22.000Z,23.15,56.3,34.7
2025-08-17T14:31:22.250Z,18.51,47,27.8
2025-08-17T14:31:22.500Z,21.56,53.1,32.3
2025-08-17T14:31:22.750Z,15.26,40.5,22.9
2025-08-17T14:31:23.000Z,21.64,53.3,32.5
2025-08-17T14:31:23.250Z,22.41,54.8,33.6
2025-08-17T14:31:23.500Z,24.41,58.8,36.6
2025-08-17T14:31:23.750Z,22.58,55.2,33.9
2025-08-17T14:31:24.000Z,18.56,47.1,27.8
2025-08-17T14:31:24.250Z,17.06,44.1,25.6
2025-08-17T14:31:24.500Z,19.86,49.7,29.8
2025-08-17T14:31:24.750Z,21.31,52.6,32
2025-08-17T14:31:25.000Z,20.28,50.6,30.4
2025-08-17T14:31:25.250Z,22.83,55.7,34.2
2025-08-17T14:31:25.500Z,21.23,52.5,31.8
2025-08-17T14:31:25.750Z,23.95,57.9,35.9
2025-08-17T14:31:26.000Z,17.91,45.8,26.9
2025-08-17T14:31:26.250Z,15.89,41.8,23.8
2025-08-17T14:31:26.500Z,17.41,44.8,26.1
2025-08-17T14:31:26.750Z,15.97,41.9,24
2025-08-17T14:31:27.000Z,19.79,49.6,29.7
2025-08-17T14:31:27.250Z,22.59,55.2,33.9
2025-08-17T14:31:27.500Z,15.87,41.7,23.8
2025-08-17T14:31:27.750Z,22.35,54.7,33.5
2025-08-17T14:31:28.000Z,24.68,59.4,37
2025-08-17T14:31:28.250Z,15.57,41.1,23.4
2025-08-17T14:31:28.500Z,16.18,42.4,24.3
2025-08-17T14:31:28.750Z,17.42,44.8,26.1
2025-08-17T14:31:29.000Z,22.87,55.7,34.3
2025-08-17T14:31:29.250Z,15.05,40.1,22.6
2025-08-17T14:31:29.500Z,20.92,51.8,31.4
2025-08-17T14:31:29.750Z,19.95,49.9,29.9
2025-08-17T14:31:30.000Z,16.32,42.6,24.5
2025-08-17T14:31:30.250Z,18.25,46.5,27.4
2025-08-17T14:31:30.500Z,16.6,43.2,24.9
2025-08-17T14:31:30.750Z,24.04,58.1,36.1
2025-08-17T14:31:31.000Z,21.95,53.9,32.9
2025-08-17T14:31:31.250Z,24,58,36
2025-08-17T14:31:31.500Z,16.44,42.9,24.7
2025-08-17T14:31:31.750Z,16.02,42,24
2025-08-17T14:31:32.000Z,20.79,51.6,31.2
2025-08-17T14:31:32.250Z,21.21,52.4,31.8
2025-08-17T14:31:32.500Z,18.69,47.4,28
2025-08-17T14:31:32.750Z,15.75,41.5,23.6
2025-08-17T14:31:33.000Z,15.44,40.9,23.2
2025-08-17T14:31:33.250Z,16.3,42.6,24.4
2025-08-17T14:31:33.500Z,19.4,48.8,29.1
2025-08-17T14:31:33.750Z,20.27,50.5,30.4
2025-08-17T14:31:34.000Z,18.67,47.3,28
2025-08-17T14:31:34.250Z,23.6,57.2,35.4
2025-08-17T14:31:34.500Z,19.67,49.3,29.5
2025-08-17T14:31:34.750Z,17.21,44.4,25.8
2025-08-17T14:31:35.000Z,20.14,50.3,30.2
2025-08-17T14:31:35.250Z,21.96,53.9,32.9
2025-08-17T14:31:35.500Z,16.31,42.6,24.5
2025-08-17T14:31:35.750Z,19.74,49.5,29.6
2025-08-17T14:31:36.000Z,21.31,52.6,32
2025-08-17T14:31:36.250Z,17.36,44.7,26
2025-08-17T14:31:36.500Z,15.68,41.4,23.5
2025-08-17T14:31:36.750Z,23.59,57.2,35.4
2025-08-17T14:31:37.000Z,19.7,49.4,29.5
2025-08-17T14:31:37.250Z,23.75,57.5,35.6
2025-08-17T14:31:37.500Z,19.58,49.2,29.4
2025-08-17T14:31:37.750Z,18.88,47.8,28.3
2025-08-17T14:31:38.000Z,22.21,54.4,33.3
2025-08-17T14:31:38.250Z,18.36,46.7,27.5
2025-08-17T14:31:38.500Z,16.69,43.4,25
2025-08-17T14:31:38.750Z,18.17,46.3,27.3
2025-08-17T14:31:39.000Z,15.47,40.9,23.2
2025-08-17T14:31:39.250Z,15.38,40.8,23.1
2025-08-17T14:31:39.500Z,20.32,50.6,30.5
2025-08-17T14:31:39.750Z,23.42,56.8,35.1
2025-08-17T14:31:40.000Z,21.67,53.3,32.5
2025-08-17T14:31:40.250Z,17.81,45.6,26.7
2025-08-17T14:31:40.500Z,19.28,48.6,28.9
2025-08-17T14:31:40.750Z,16.68,43.4,25
2025-08-17T14:31:41.000Z,22.18,54.4,33.3
2025-08-17T14:31:41.250Z,22.65,55.3,34
2025-08-17T14:31:41.500Z,15.44,40.9,23.2
2025-08-17T14:31:41.750Z,23.27,56.5,34.9
2025-08-17T14:31:42.000Z,22,54,33
2025-08-17T14:31:42.250Z,20.22,50.4,30.3
2025-08-17T14:31:42.500Z,18.63,47.3,27.9
2025-08-17T14:31:42.750Z,19.6,49.2,29.4
2025-08-17T14:31:43.000Z,22.59,55.2,33.9
2025-08-17T14:31:43.250Z,21.72,53.4,32.6
2025-08-17T14:31:43.500Z,21.96,53.9,32.9
2025-08-17T14:31:43.750Z,17.31,44.6,26
2025-08-17T14:31:44.000Z,16.39,42.8,24.6
2025-08-17T14:31:44.250Z,20.98,52,31.5
2025-08-17T14:31:44.500Z,18.32,46.6,27.5
2025-08-17T14:31:44.750Z,24.11,58.2,36.2
2025-08-17T14:31:45.000Z,21.6,53.2,32.4
2025-08-17T14:31:45.250Z,20.93,51.9,31.4
2025-08-17T14:31:45.500Z,15.7,41.4,23.6
2025-08-17T14:31:45.750Z,24.18,58.4,36.3
2025-08-17T14:31:46.000Z,15.86,41.7,23.8
2025-08-17T14:31:46.250Z,17.2,44.4,25.8
2025-08-17T14:31:46.500Z,19.56,49.1,29.3
2025-08-17T14:31:46.750Z,19.7,49.4,29.6
2025-08-17T14:31:47.000Z,18.09,46.2,27.1
2025-08-17T14:31:47.250Z,21.43,52.9,32.1
2025-08-17T14:31:47.500Z,24.21,58.4,36.3
2025-08-17T14:31:47.750Z,16.69,43.4,25
2025-08-17T14:31:48.000Z,19.52,49,29.3
2025-08-17T14:31:48.250Z,19.72,49.4,29.6
2025-08-17T14:31:48.500Z,15.22,40.4,22.8
2025-08-17T14:31:48.750Z,16.61,43.2,24.9
2025-08-17T14:31:49.000Z,21.35,52.7,32
2025-08-17T14:31:49.250Z,17.98,46,27
2025-08-17T14:31:49.500Z,21.59,53.2,32.4
2025-08-17T14:31:49.750Z,24.36,58.7,36.5
2025-08-17T14:31:50.000Z,16.91,43.8,25.4
2025-08-17T14:31:50.250Z,19.62,49.2,29.4
2025-08-17T14:31:50.500Z,21.45,52.9,32.2
2025-08-17T14:31:50.750Z,22.5,55,33.8
2025-08-17T14:31:51.000Z,16.94,43.9,25.4
2025-08-17T14:31:51.250Z,23.08,56.2,34.6
2025-08-17T14:31:51.500Z,22.92,55.8,34.4
2025-08-17T14:31:51.750Z,15.33,40.7,23
2025-08-17T14:31:52.000Z,15.82,41.6,23.7
2025-08-17T14:31:52.250Z,24.48,59,36.7
2025-08-17T14:31:52.500Z,17.89,45.8,26.8
2025-08-17T14:31:52.750Z,17.63,45.3,26.5
2025-08-17T14:31:53.000Z,15.18,40.4,22.8
2025-08-17T14:31:53.250Z,24.11,58.2,36.2
2025-08-17T14:31:53.500Z,21.56,53.1,32.3
2025-08-17T14:31:53.750Z,24.08,58.2,36.1
2025-08-17T14:31:54.000Z,20.16,50.3,30.2
2025-08-17T14:31:54.250Z,15.66,41.3,23.5
2025-08-17T14:31:54.500Z,16.13,42.3,24.2
2025-08-17T14:31:54.750Z,22.86,55.7,34.3
2025-08-17T14:31:55.000Z,17.78,45.6,26.7
2025-08-17T14:31:55.250Z,16.44,42.9,24.7
2025-08-17T14:31:55.500Z,22.07,54.1,33.1
2025-08-17T14:31:55.750Z,19.83,49.7,29.7
2025-08-17T14:31:56.000Z,19.51,49,29.3
2025-08-17T14:31:56.250Z,15.28,40.6,22.9
2025-08-17T14:31:56.500Z,17.52,45,26.3
2025-08-17T14:31:56.750Z,24.09,58.2,36.1
2025-08-17T14:31:57.000Z,15.97,41.9,24
2025-08-17T14:31:57.250Z,19.68,49.4,29.5
2025-08-17T14:31:57.500Z,24.49,59,36.7
2025-08-17T14:31:57.750Z,23.69,57.4,35.5
2025-08-17T14:31:58.000Z,17.79,45.6,26.7
2025-08-17T14:31:58.250Z,20.32,50.6,30.5
2025-08-17T14:31:58.500Z,22.06,54.1,33.1
2025-08-17T14:31:58.750Z,16.14,42.3,24.2
2025-08-17T14:31:59.000Z,24.93,59.9,37.4
2025-08-17T14:31:59.250Z,18.04,46.1,27.1
2025-08-17T14:31:59.500Z,19.46,48.9,29.2
2025-08-17T14:31:59.750Z,21.85,53.7,32.8
2025-08-17T14:32:00.000Z,16.5,43,24.7
2025-08-17T14:32:00.250Z,19.93,49.9,29.9
2025-08-17T14:32:00.500Z,24.74,59.5,37.1
2025-08-17T14:32:00.750Z,21.44,52.9,32.2
2025-08-17T14:32:01.000Z,20.01,50,30
2025-08-17T14:32:01.250Z,22.2,54.4,33.3
2025-08-17T14:32:01.500Z,19.36,48.7,29
