timestamp,oil_flowrate_lpm,oil_temp_supply_c,oil_pressure_kpa,oil_temp_cooled_c
2025-08-17T14:30:54.250Z,12.14,90.49,189.01,82.94
2025-08-17T14:30:54.500Z,13.93,90.05,180.92,80.35
2025-08-17T14:30:54.750Z,17.85,90.56,184.06,80.75
2025-08-17T14:30:55.000Z,13.13,88.02,188.92,81.59
2025-08-17T14:30:55.250Z,11.11,85.37,187.49,82.13
2025-08-17T14:30:55.500Z,13.07,86.56,192.06,81.91
2025-08-17T14:30:55.750Z,12.22,90.49,187.5,80.82
2025-08-17T14:30:56.000Z,14.83,85.21,190.61,81.89
2025-08-17T14:30:56.250Z,15.43,90.33,191.15,83.58
2025-08-17T14:30:56.500Z,18.36,90.44,181.85,81.28
2025-08-17T14:30:56.750Z,15.44,86.91,189.73,83.67
2025-08-17T14:30:57.000Z,17.45,86.3,192.39,81.16
2025-08-17T14:30:57.250Z,18.08,88.49,182.44,80.79
2025-08-17T14:30:57.500Z,17.25,88.65,185.31,83.88
2025-08-17T14:30:57.750Z,11.31,85.32,186.64,80.46
2025-08-17T14:30:58.000Z,11.55,85.66,182.45,83.37
2025-08-17T14:30:58.250Z,13.93,89.86,182.37,82.32
2025-08-17T14:30:58.500Z,18.16,89.86,185.29,81.66
2025-08-17T14:30:58.750Z,13.95,85.35,185.15,80.23
2025-08-17T14:30:59.000Z,15.12,87.36,190.56,83.98
2025-08-17T14:30:59.250Z,13.73,89.76,184.61,81.9
2025-08-17T14:30:59.500Z,11.19,88.6,181.36,81.54
2025-08-17T14:30:59.750Z,13.19,88.88,190.01,83.09
2025-08-17T14:31:00.000Z,11.37,87.13,178.62,81.58
2025-08-17T14:31:00.250Z,18.57,85.44,179.53,80.5
2025-08-17T14:31:00.500Z,13.78,88.39,178.76,83.25
2025-08-17T14:31:00.750Z,13.65,90.29,186.11,81.71
2025-08-17T14:31:01.000Z,17.44,90.9,190.04,83.44
2025-08-17T14:31:01.250Z,18.54,88.03,187.95,81.89
2025-08-17T14:31:01.500Z,15.19,86.95,181.84,81.12
2025-08-17T14:31:01.750Z,11.59,90.22,189.21,80.78
2025-08-17T14:31:02.000Z,15.27,86.07,179.64,83.99
2025-08-17T14:31:02.250Z,16.85,87.14,189.88,81.53
2025-08-17T14:31:02.500Z,15.05,87.23,182.85,80.39
2025-08-17T14:31:02.750Z,17.24,85.65,180.93,80.01
2025-08-17T14:31:03.000Z,17.45,85.8,179.2,81.99
2025-08-17T14:31:03.250Z,18.22,86.88,179.24,80.13
2025-08-17T14:31:03.500Z,16.72,87.99,191.41,80.1
2025-08-17T14:31:03.750Z,12.75,88.46,179.3,81.97
2025-08-17T14:31:04.000Z,17.86,90.18,180.81,82.13
2025-08-17T14:31:04.250Z,14.98,88.37,180.67,80.01
2025-08-17T14:31:04.500Z,16.51,89.93,190.94,82.04
2025-08-17T14:31:04.750Z,15.63,87.5,191.63,80.73
2025-08-17T14:31:05.000Z,18.71,88.8,183.19,83.99
2025-08-17T14:31:05.250Z,13.37,90.67,190.29,80.8
2025-08-17T14:31:05.500Z,14.39,86.15,180.02,83.52
2025-08-17T14:31:05.750Z,15.59,87.1,190.57,82.9
2025-08-17T14:31:06.000Z,17.56,90.61,179.91,80.47
2025-08-17T14:31:06.250Z,12.04,89.95,179.56,83.97
2025-08-17T14:31:06.500Z,18.99,89.59,185.85,83.45
2025-08-17T14:31:06.750Z,17.85,90.82,179.69,83.68
2025-08-17T14:31:07.000Z,18.18,86.45,189.83,82.63
2025-08-17T14:31:07.250Z,14.28,89.27,177.99,83.08
2025-08-17T14:31:07.500Z,16.49,88.95,183.06,80.41
2025-08-17T14:31:07.750Z,13.56,89.93,191.8,82.13
2025-08-17T14:31:08.000Z,18.19,89.48,185.87,82.39
2025-08-17T14:31:08.250Z,13.62,88.04,179.09,81.18
2025-08-17T14:31:08.500Z,18.14,87.6,178.47,82.97
2025-08-17T14:31:08.750Z,12.51,87.33,181.43,80.31
2025-08-17T14:31:09.000Z,18.71,88.99,179.6,80.41
2025-08-17T14:31:09.250Z,12.91,85.65,185.66,82.96
2025-08-17T14:31:09.500Z,11.34,88.78,182.59,82.54
2025-08-17T14:31:09.750Z,14.59,87.88,189.99,80.73
2025-08-17T14:31:10.000Z,14.93,87.62,188.78,83.47
2025-08-17T14:31:10.250Z,15.02,87.38,180.17,81.75
2025-08-17T14:31:10.500Z,17.29,85.68,177.54,81.28
2025-08-17T14:31:10.750Z,17.66,87.52,189.33,80.76
2025-08-17T14:31:11.000Z,16.85,87.58,190.14,81.31
2025-08-17T14:31:11.250Z,18.02,90,187.29,81.41
2025-08-17T14:31:11.500Z,17.87,90.56,184.44,82.42
2025-08-17T14:31:11.750Z,15.62,88.71,183.99,82.75
2025-08-17T14:31:12.000Z,14.75,89.14,177.79,81.43
2025-08-17T14:31:12.250Z,15.2,88.99,191.6,82.67
2025-08-17T14:31:12.500Z,14.2,90.84,185.85,82.75
2025-08-17T14:31:12.750Z,15.65,88.36,184.15,83.52
2025-08-17T14:31:13.000Z,14.24,86.76,181.03,81.39
2025-08-17T14:31:13.250Z,15.41,86.23,181.47,81.81
2025-08-17T14:31:13.500Z,19,85.66,187.4,82.5
2025-08-17T14:31:13.750Z,16.14,86.22,191.77,80.03
2025-08-17T14:31:14.000Z,18.79,90.37,183.11,81.35
2025-08-17T14:31:14.250Z,18.47,87.71,182.11,82.98
2025-08-17T14:31:14.500Z,16.15,86.97,183.15,83.41
2025-08-17T14:31:14.750Z,12.23,85.51,185.73,80.65
2025-08-17T14:31:15.000Z,12.59,90.98,186.54,81.59
2025-08-17T14:31:15.250Z,11.24,90.88,181.11,82.47
2025-08-17T14:31:15.500Z,18.3,89.38,191.29,83.72
2025-08-17T14:31:15.750Z,17.92,88.9,187.38,81.66
2025-08-17T14:31:16.000Z,11.78,89.36,180.02,81.37
2025-08-17T14:31:16.250Z,14.79,88.23,189.6,82.27
2025-08-17T14:31:16.500Z,12.14,85.21,192.05,82.27
2025-08-17T14:31:16.750Z,18.27,89.25,183.37,82.89
2025-08-17T14:31:17.000Z,11.04,90.61,184.41,82.05
2025-08-17T14:31:17.250Z,16.06,86.81,179.88,80.2
2025-08-17T14:31:17.500Z,11.34,86.53,187.03,83.64
2025-08-17T14:31:17.750Z,17.95,90.69,186.42,83.53
2025-08-17T14:31:18.000Z,17.25,89.54,189.03,83.15
2025-08-17T14:31:18.250Z,17.41,88.35,182.18,82.08
2025-08-17T14:31:18.500Z,16.84,89.18,192.34,83.25
2025-08-17T14:31:18.750Z,15.05,88.77,182.4,80.45
2025-08-17T14:31:19.000Z,16.9,85.77,185.59,82.59
2025-08-17T14:31:19.250Z,15.38,89.96,190.97,83.72
2025-08-17T14:31:19.500Z,12.92,85.6,185.69,80.21
2025-08-17T14:31:19.750Z,14.11,88.44,179.33,81.47
2025-08-17T14:31:20.000Z,14.67,86.99,179.52,81.97
2025-08-17T14:31:20.250Z,18.89,89.12,182.03,81.77
2025-08-17T14:31:20.500Z,14.53,89.53,179.42,80.12
2025-08-17T14:31:20.750Z,13.45,90.8,178.04,83.51
2025-08-17T14:31:21.000Z,15.96,90.25,188.17,83.37
2025-08-17T14:31:21.250Z,13.82,89.45,180.01,80.62
2025-08-17T14:31:21.500Z,17.61,89.41,187.66,80.04
2025-08-17T14:31:21.750Z,12.14,89.28,184.23,81.43
2025-08-17T14:31:22.000Z,17.95,86.96,187.54,80.12
2025-08-17T14:31:22.250Z,17.53,88.29,186.84,81.9
2025-08-17T14:31:22.500Z,16,85.99,186.88,83.96
2025-08-17T14:31:22.750Z,15.19,90.42,187.57,81.11
2025-08-17T14:31:23.000Z,13.17,86.59,189.29,81.71
2025-08-17T14:31:23.250Z,12.21,88.02,189.42,81.39
2025-08-17T14:31:23.500Z,16.82,90.8,189.87,80.27
2025-08-17T14:31:23.750Z,16.61,87.01,182.3,81.61
2025-08-17T14:31:24.000Z,14.24,87.5,190.81,82.87
2025-08-17T14:31:24.250Z,18.75,89.09,183.75,83.13
2025-08-17T14:31:24.500Z,14.77,85.42,178.38,80.36
2025-08-17T14:31:24.750Z,12.89,87.92,178.55,82.51
2025-08-17T14:31:25.000Z,11.27,88.84,181.3,81.42
2025-08-17T14:31:25.250Z,16.17,90.71,190.49,83.91
2025-08-17T14:31:25.500Z,14.21,86.59,189.75,83.86
2025-08-17T14:31:25.750Z,18.84,91,183.63,80.04
2025-08-17T14:31:26.000Z,13.42,90.76,184.91,82.11
2025-08-17T14:31:26.250Z,16.93,86,188.45,83.19
2025-08-17T14:31:26.500Z,13.88,88.5,182.74,80.93
2025-08-17T14:31:26.750Z,13.17,87.32,181.98,83.41
2025-08-17T14:31:27.000Z,18.11,88.2,185.27,81.81
2025-08-17T14:31:27.250Z,11.25,88.12,187.76,82.71
2025-08-17T14:31:27.500Z,15.64,89.94,188.2,82.84
2025-08-17T14:31:27.750Z,17.26,90.82,180.38,82.65
2025-08-17T14:31:28.000Z,12.78,86.44,178.62,83.52
2025-08-17T14:31:28.250Z,12.69,88.5,191.68,83.25
2025-08-17T14:31:28.500Z,11.62,86.74,184.04,82.49
2025-08-17T14:31:28.750Z,16.98,87.19,180.9,80.43
2025-08-17T14:31:29.000Z,14.74,90.2,186.21,80.79
2025-08-17T14:31:29.250Z,15.98,90.84,189.6,80.64
2025-08-17T14:31:29.500Z,17.31,90.86,182.48,83.34
2025-08-17T14:31:29.750Z,14.19,85.18,183.08,83.54
2025-08-17T14:31:30.000Z,16.75,88.92,181.52,83.41
2025-08-17T14:31:30.250Z,18.23,89.07,178.71,80.62
2025-08-17T14:31:30.500Z,16.43,90.43,178.96,83.15
2025-08-17T14:31:30.750Z,13.25,85.93,186.96,82.09
2025-08-17T14:31:31.000Z,11.53,86.43,182.25,82.49
2025-08-17T14:31:31.250Z,14.84,86.71,186.18,81.64
2025-08-17T14:31:31.500Z,13.98,86.33,180.87,80.59
2025-08-17T14:31:31.750Z,11.93,88.12,179.93,80.92
2025-08-17T14:31:32.000Z,17.97,88.63,187.3,82.39
2025-08-17T14:31:32.250Z,15.32,86.26,186.22,80.37
2025-08-17T14:31:32.500Z,11.5,88.94,185.58,83.51
2025-08-17T14:31:32.750Z,11.03,85.95,187.83,81.54
2025-08-17T14:31:33.000Z,15.23,86.36,182.94,83.95
2025-08-17T14:31:33.250Z,15.01,85.36,178.64,81.51
2025-08-17T14:31:33.500Z,17.81,88.31,186.73,81.99
2025-08-17T14:31:33.750Z,11.79,87.56,181.96,82.42
2025-08-17T14:31:34.000Z,17.57,88.95,189.21,80.99
2025-08-17T14:31:34.250Z,12.54,88.56,181.79,80.01
2025-08-17T14:31:34.500Z,14.81,90.63,189.82,80.54
2025-08-17T14:31:34.750Z,13.44,86.3,184.27,80.76
2025-08-17T14:31:35.000Z,11.14,88.63,179.12,80.72
2025-08-17T14:31:35.250Z,11.3,86.37,184.66,81.89
2025-08-17T14:31:35.500Z,18.82,85.38,189.88,82.8
2025-08-17T14:31:35.750Z,13.94,90.12,185.45,81.12
2025-08-17T14:31:36.000Z,14.87,87.79,186.03,81.55
2025-08-17T14:31:36.250Z,12.42,89.58,188.53,80.26
2025-08-17T14:31:36.500Z,13.11,86.49,185.25,80.7
2025-08-17T14:31:36.750Z,14.14,85.56,179.72,81
2025-08-17T14:31:37.000Z,14.32,85.94,178.23,80.87
2025-08-17T14:31:37.250Z,17.21,87.93,180.34,81.11
2025-08-17T14:31:37.500Z,17.85,90.59,192.06,83.53
2025-08-17T14:31:37.750Z,17.09,90.45,184.32,80.86
2025-08-17T14:31:38.000Z,14.36,87.88,189.1,82.81
2025-08-17T14:31:38.250Z,12.54,85.98,181.62,82.78
2025-08-17T14:31:38.500Z,14.24,88.52,178.51,83.67
2025-08-17T14:31:38.750Z,11.52,86.39,186.32,81.34
2025-08-17T14:31:39.000Z,18.1,88.24,190.23,80.15
2025-08-17T14:31:39.250Z,16.91,85.83,186.2,82.77
2025-08-17T14:31:39.500Z,15.42,86.5,190.2,81.77
2025-08-17T14:31:39.750Z,15.44,87.54,187.05,83.24
2025-08-17T14:31:40.000Z,13.81,87.35,190.84,82.44
2025-08-17T14:31:40.250Z,17.02,89.08,189.3,80.03
2025-08-17T14:31:40.500Z,12.4,89.34,187.04,81.78
2025-08-17T14:31:40.750Z,15.47,88.59,191.28,82.18
2025-08-17T14:31:41.000Z,18.19,88.62,184.45,80.91
2025-08-17T14:31:41.250Z,16.68,87.63,188.52,81.94
2025-08-17T14:31:41.500Z,14.3,88.93,182.53,83.18
2025-08-17T14:31:41.750Z,16.93,87.04,190.85,82.15
2025-08-17T14:31:42.000Z,16.35,89.23,186.19,80.29
2025-08-17T14:31:42.250Z,17.63,87.86,190.62,82.94
2025-08-17T14:31:42.500Z,14.18,87.07,181.44,81.41
2025-08-17T14:31:42.750Z,15.4,86.09,188.96,83.96
2025-08-17T14:31:43.000Z,15.68,89.78,180.74,83.76
2025-08-17T14:31:43.250Z,12.58,87.28,180.02,80.52
2025-08-17T14:31:43.500Z,11.9,87.23,182.49,81.59
2025-08-17T14:31:43.750Z,12.7,88.56,189.02,83.1
2025-08-17T14:31:44.000Z,11,87.33,184.85,81.84
2025-08-17T14:31:44.250Z,17.07,86.67,191.39,82.32
2025-08-17T14:31:44.500Z,14.37,86.93,187.23,82.81
2025-08-17T14:31:44.750Z,12.78,87.53,190.16,81.32
2025-08-17T14:31:45.000Z,16.79,86.89,190,83.67
2025-08-17T14:31:45.250Z,14.76,88.23,187.6,83.95
